114.53338,36.58304,55.58928299,152.7032318
114.53338,36.58347,55.85076904,152.7032318
114.53338,36.58389,56.10233688,152.7032318
114.53338,36.58432,56.52550888,152.7032318
114.53338,36.58474,56.80199051,152.7032318
114.53338,36.58517,57,152.7032318
114.53338,36.58559,57,152.7032318
114.53338,36.58602,57.25348282,152.7032318
114.53338,36.58644,57.86515045,152.7032318
114.53338,36.58687,58.15933609,152.7032318
114.53338,36.58729,58.29084396,152.7032318
114.53338,36.58772,58.08778,152.7032318
114.53338,36.58814,57.65904236,152.7032318
114.53338,36.58857,57.03281021,152.7032318
114.53338,36.58899,57,152.7032318
114.53338,36.58942,56.728405,152.7032318
114.53338,36.58984,55.918396,152.7032318
114.53338,36.59027,55.37639236,152.7032318
114.53338,36.59069,55.10932541,152.7032318
114.53338,36.59112,56.36179352,152.7032318
114.53338,36.59154,57.09486771,152.7032318
114.53338,36.59197,57.29792786,152.7032318
114.53338,36.59239,56.79379272,152.7032318
114.53338,36.59282,56.27344894,152.7032318
114.53338,36.59324,56.07510757,152.7032318
114.53338,36.59367,56.39460373,152.7032318
114.53338,36.59409,57.00203323,152.7032318
114.53338,36.59452,57.2050972,152.7032318
114.53338,36.59494,57.48925781,152.7032318
114.53338,36.59537,57.91242981,152.7032318
114.53338,36.59579,58,152.7032318
114.53338,36.59622,58,152.7032318
114.53338,36.59664,58,152.7032318
114.53338,36.59707,58.8141098,152.7032318
114.53338,36.59749,60.25243759,152.7032318
114.53338,36.59792,59.95677185,152.7032318
114.53338,36.59834,59.54344177,152.7032318
114.53338,36.59877,59.12026978,152.7032318
114.53338,36.59919,58.859375,152.7032318
114.53338,36.59962,58.67573929,152.7032318
114.53338,36.60004,58.67573929,152.7032318
114.53338,36.60047,58.08010101,152.7032318
114.53338,36.60089,56.85676193,152.7032318
114.53338,36.60132,56.48744583,152.7032318
114.53338,36.60174,56.17686844,152.7032318
114.53338,36.60217,55.55063629,152.7032318
114.53338,36.60259,55.58461761,152.7032318
114.53338,36.60302,56.01152802,152.7032318
114.53338,36.60344,56.62319565,152.7032318
114.53338,36.60387,56.91912079,152.7032318
114.53338,36.60429,56.72077942,152.7032318
114.53338,36.60472,56.50445175,152.7032318
114.53338,36.60514,56.32426071,152.7032318
114.53338,36.60557,56.32426071,152.7032318
114.53338,36.60599,55.98735809,152.7032318
114.53338,36.60642,55.36112213,152.7032318
114.53338,36.60684,55.89906311,152.7032318
114.53338,36.60727,56.66114807,152.7032318
114.53338,36.60769,57.68614578,152.7032318
114.53338,36.60812,58.29660797,152.7032318
114.53338,36.60854,58.60734177,152.7032318
114.53338,36.60897,57.76100159,152.7032318
114.53338,36.60939,57.23070526,152.7032318
114.53338,36.60982,57.02764511,152.7032318
114.53338,36.61024,57.88213348,152.7032318
114.53338,36.61067,58.67573929,152.7032318
114.53338,36.61109,58.67573929,152.7032318
114.53338,36.61152,58.28519058,152.7032318
114.53338,36.61194,57.67424011,152.7032318
114.53338,36.61237,57.25107193,152.7032318
114.53338,36.61279,56.92213821,152.7032318
114.53338,36.61322,56.71907806,152.7032318
114.53338,36.61364,56.67573929,152.7032318
114.53338,36.61407,56.67573929,152.7032318
114.53338,36.61449,56.67573929,152.7032318
114.53338,36.61492,56.44453049,152.7032318
114.53338,36.61534,56.03120041,152.7032318
114.53338,36.61577,55.81190872,152.7032318
114.53338,36.61619,55.67573929,152.7032318
114.53338,36.61662,55.67573929,152.7032318
114.53338,36.61704,55.81505203,152.7032318
114.53338,36.61747,56.03775024,152.7032318
114.53338,36.61789,56.45108032,152.7032318
114.53338,36.61832,56.67573929,152.7032318
114.53338,36.61874,56.67573929,152.7032318
114.53338,36.61917,56.67573929,152.7032318
114.53338,36.61959,56.72221756,152.7032318
114.53338,36.62002,56.92528152,152.7032318
114.53338,36.62044,56.61875916,152.7032318
114.53338,36.62087,55.98747635,152.7032318
114.53338,36.62129,54.96247864,152.7032318
114.53338,36.62172,54.49007034,152.7032318
114.53338,36.62214,54.90340042,152.7032318
114.53338,36.62257,55,152.7032318
114.53338,36.62299,54.96921158,152.7032318
114.53338,36.62342,54.76615143,152.7032318
114.53338,36.62384,54.78366852,152.7032318
114.53338,36.62427,54.98673248,152.7032318
114.53338,36.62469,55.38568115,152.7032318
114.53338,36.62512,55.47875595,152.7032318
114.53338,36.62554,54.8670845,152.7032318
114.53338,36.62597,54.38187027,152.7032318
114.53338,36.62639,54.01509476,152.7032318
114.53338,36.62682,54.21815872,152.7032318
114.53338,36.62724,54.60871887,152.7032318
114.53338,36.62767,55.23495102,152.7032318
114.53338,36.62809,56.72196198,152.7032318
114.53338,36.62852,57.8514061,152.7032318
114.53338,36.62894,57.23973846,152.7032318
114.53338,36.62937,56.6135025,152.7032318
114.53338,36.62979,56.00183487,152.7032318
114.53338,36.63022,55.37560272,152.7032318
114.53338,36.63064,54.76393127,152.7032318
114.53338,36.63107,54.13769913,152.7032318
114.53338,36.63149,53.67971802,152.7032318
114.53338,36.63192,53.39197159,152.7032318
114.53338,36.63234,53.80530167,152.7032318
114.53338,36.63277,54,152.7032318
114.53338,36.63319,54,152.7032318
114.53338,36.63362,54.57600784,152.7032318
114.53338,36.63404,55,152.7032318
114.53338,36.63447,55,152.7032318
114.53338,36.63489,55.13799667,152.7032318
114.53338,36.63532,55.359272,152.7032318
114.53338,36.63574,55.77260208,152.7032318
114.53338,36.63617,55.22480011,152.7032318
114.53338,36.63659,53.58813095,152.7032318
114.53338,36.63702,53.68078995,152.7032318
114.53338,36.63744,54.09412003,152.7032318
114.53338,36.63787,54.51729202,152.7032318
114.53338,36.63829,54.67573929,152.7032318
114.53338,36.63872,54.67573929,152.7032318
114.53338,36.63914,54.67573929,152.7032318
114.53338,36.63957,55.15838623,152.7032318
114.53338,36.63999,56.38172531,152.7032318
114.53338,36.64042,55.87268448,152.7032318
114.53338,36.64084,55,152.7032318
114.53338,36.64127,55,152.7032318
114.53338,36.64169,55.22217941,152.7032318
114.53338,36.64212,55.64535141,152.7032318
114.53338,36.64254,55.67573929,152.7032318
114.53338,36.64297,55.67573929,152.7032318
114.53338,36.64339,55.67573929,152.7032318
114.53338,36.64382,54.52294159,152.7032318
114.53338,36.64424,53.11372757,152.7032318
114.53338,36.64467,54.78936386,152.7032318
114.53338,36.64509,55.20585251,152.7032318
114.53338,36.64552,54.15644836,152.7032318
114.53338,36.64594,53.64975739,152.7032318
114.53338,36.64637,53.32426071,152.7032318
114.53338,36.64679,53.32426071,152.7032318
114.53338,36.64722,53.58269119,152.7032318
114.53338,36.64764,53.99602127,152.7032318
114.53338,36.64807,53.58080673,152.7032318
114.53338,36.64849,53.71305466,152.7032318
114.53338,36.64892,54.7624588,152.7032318
114.53338,36.64934,54.5300827,152.7032318
114.53338,36.64977,54,152.7032318
114.53338,36.65019,54,152.7032318
114.53338,36.65062,54.10831833,152.7032318
114.53338,36.65104,54.3066597,152.7032318
114.53338,36.65147,54.71075058,152.7032318
114.53338,36.65189,54.87591934,152.7032318
114.53338,36.65232,54.45274734,152.7032318
114.53338,36.65274,53.90273285,152.7032318
114.53338,36.65317,53.32426071,152.7032318
114.53338,36.65359,53.32426071,152.7032318
114.53338,36.65402,53.51729202,152.7032318
114.53338,36.65444,53.9306221,152.7032318
114.53338,36.65487,53.47643661,152.7032318
114.53338,36.65529,53.04384995,152.7032318
114.53338,36.65572,53.24691391,152.7032318
114.53338,36.65614,53.32426071,152.7032318
114.53338,36.65657,53.32426071,152.7032318
114.53338,36.65699,53.32426071,152.7032318
114.53338,36.65742,53.32426071,152.7032318
114.53338,36.65784,53.32426071,152.7032318
114.53338,36.65827,53.17018127,152.7032318
114.53338,36.65869,52.85447693,152.7032318
114.53338,36.65912,51.80507278,152.7032318
114.53338,36.65954,51.64900208,152.7032318
114.53338,36.65997,52.27523422,152.7032318
114.53338,36.66039,52.70446014,152.7032318
114.53338,36.66082,53,152.7032318
114.53338,36.66124,53,152.7032318
114.53338,36.66167,53,152.7032318
114.53338,36.66209,52.96155167,152.7032318
114.53338,36.66252,52.3353157,152.7032318
114.53338,36.66294,52,152.7032318
114.53338,36.66337,52,152.7032318
114.53338,36.66379,51.31899261,152.7032318
114.53338,36.66422,50.53525162,152.7032318
